Participant_ID	Semester	Study_week	Cyanobacteria/Proteobacteria	Proteobacteria	Spirochaetes <Spirochaetes>	PVC group	Terrabacteria group	Euryarchaeota/Bacteroidetes_<Bacteroidetes>	Firmicutes/Bacteroidetes_<Bacteroidetes>	Euryarchaeota/Synergistetes	Bacteroidetes <Bacteroidetes>	Lentisphaerae	Proteobacteria/Firmicutes	unclassified Archaea (miscellaneous)	Verrucomicrobia	Actinobacteria <actinobacteria>	Bacteria <bacteria>	Cyanobacteria	Deinococcus-Thermus	Firmicutes/Fusobacteria_<Fusobacteria>	Synergistetes	Planctomycetes <Planctomycetes>	Firmicutes/Euryarchaeota	Firmicutes	Candidatus Saccharibacteria	Firmicutes/Tenericutes	Fusobacteria <Fusobacteria>	Tenericutes	Acidobacteria <Acidobacteria>	Firmicutes/Actinobacteria_<actinobacteria>	Elusimicrobia <phylum>	Candidatus Melainabacteria	Cyanobacteria/Melainabacteria group	Euryarchaeota	Bacteroidetes/Chlorobi group	Proteobacteria/Bacteroidetes_<Bacteroidetes>	Firmicutes/Verrucomicrobia
U363	Winter2017	week1	0	401.33	0	0	0	0	0	0	10810.67	0	0	0	0	28.33	0	0	0	0	0	0	0	12912.67	0	0	0	0	0	154.33	0	0	0	0	0	0	0
U363	Winter2017	week3	0	710.5	0	0	0	0	0	0	16572	0	0	0	0	14.5	0	0	0	0	0	0	0	9778.5	0	0	0	0	0	14.5	0	0	0	0	0	0	0
U366	Winter2017	week1	0	1281.75	0	0	0	0	0	0	18643.25	0	0	0	0	122.25	0	0	0	0	0	0	0	5133	0	0	20.25	2.25	0	0	0	0	0	0	0	0	0
U366	Winter2017	week3	0	1170	0	0	0	0	0	0	11006.33	0	0	0	0	83	0	0	0	0	0	0	0	5515.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U367	Winter2017	week1	0	2288	0	0	0	0	0	0	16959	0	0	0	0	811.5	0	0	0	0	0	0	0	10984	0	0	0	0	0	0	0	0	0	0	0	0	0
U367	Winter2017	week3	0	1837	0	0	0	0	0	0	12960.5	0	0	0	0	209	0	0	0	0	0	0	0	7855.75	0	0	0	0	0	0	0	0	0	0	0	0	0
U369	Winter2017	week1	0	272.25	0	0	0	0	0	0	5416.5	3.75	0	0	216.75	705.25	0	0	0	0	0	0	0	11573.75	0	0	0	0	0	0	0	0	0	0	0	0	0
U369	Winter2017	week3	0	453.25	0	0	0	0	0	0	6356.25	4	0	0	60.5	1423.5	0	0	0	0	0	0	0	13516	0	0	0.25	0	0	0	0	0	0	0	0	0	0
U370	Winter2017	week1	0	2145.75	0	0	0	0	0	0	17199.25	0	0	0	0	18	0	0	0	0	0	0	0	12417.75	0	0	485	1.25	0	0	0	0	0	0	0	0	0
U370	Winter2017	week3	0	2599	0	0.33	0	0	0	0	17297.67	0	0	0	0	46.33	0	0	0	0	0	0	0	20563	0	0	581.67	0	0	0	0	0	0.67	0	0	0	0
U371	Winter2017	week1	0	1297	0	0	0	0	0	0	15336	0	0	0	0	53	0	0	0	0	0	0	0	11505.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0
U371	Winter2017	week3	0	299.5	0	0	0	0	0	0	32955.75	0	0	0	0	11.5	0	0	0	0	0	0	0	18861.75	1.25	0	0	0	0	0	0	0	0	0	0	0	0
U372	Winter2017	week1	0	315.5	0	0	0	0	0	0	6208	0	0	0	0	491	0	0	0	0	8.5	0	0	7512.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U372	Winter2017	week3	0	98.75	0	0	0	0	0	0	1869	0	0	0	0	193.5	0	0	0	0	2.25	0	0	2735.25	0	0	0	0	0	0	0	0	0	0	0	0	0
U373	Winter2017	week1	0	1351	0	0	0	0	0	0	13939.67	0	0	0	0	672.67	0	0	0	0	0	0	0	6736.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U373	Winter2017	week3	0	609.5	0	0	0	0	0	0	13576.75	0	0	0	0	493	0	0	0	0	0	0	0	6482.75	0	0	0	0	0	0	0	0	0	0	0	0	0
U375	Winter2017	week1	0	3406	0	0	0	0	0	0	23323	0	0	0	2.5	770.5	0	0	0	0	42.5	0	0	20769	0	0	0	0	0	0	0	0	0	0	0	0	0
U375	Winter2017	week3	0	2335	0	0	0	0	0	0	20962	0	0	0	1.33	404	0	0	0	0	0	0	0	11643.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U376	Winter2017	week1	0	1320.25	0	0	0	0	0	0	24461.5	0	0	0	54.75	78	0	0	0	0	0	0	0	7350	0	0	0	0	0	0	0	0	0	0	0	0	0
U376	Winter2017	week3	0	717.67	0	0	0	0	0	0	14323.67	0	0	0	244.33	432	0	0	0	0	0	0	0	13279	0	0	0	0	0	0	0	0	0	0	0	0	0
U377	Winter2017	week1	0	265.33	0	0	0	0	0	0	23160	0	0	0	0	1432	0	0	0	0	0	0	0	8591.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U377	Winter2017	week3	0	614.67	0	0	0	0	0	0	28277	0	0	0	0	625.67	0	0	0	0	0	0	0	14360.33	1	0	0	0	0	0	0	0	0	0	0	0	0
U378	Winter2017	week1	0	421.5	0	0	0	0	0	0	4786.5	0	0	0	3	175.5	0	0	0	0	0	0	0	4668.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U378	Winter2017	week3	0	1793	0	0	0	0	0	0	18473	0	0	0	0	242.67	0	0	0	0	0	0	0	9165.33	0	0	0	0	0	9	0	0	0.33	0	0	0	0
U379	Winter2017	week1	0	318.33	0	0	0	0	0	0	3815.67	0	0	0	621	1016	0	0	0	0	0	0	0	8384.67	0	0	0	0	0	121.33	0	0	0	0	0	0	0
U379	Winter2017	week3	0	898.5	0	0	0	0	0	0	8127.5	0	0	0	524	426.5	0	0	0	0	0	0	0	22903.25	0	0	0	0	0	81	0	0	0	0	0	0	0
U380	Winter2017	week1	0	945	0	0	0	0	0	0	12030.33	0	0	0	7	6.67	0	0	0	0	0	0	0	10984	0	0	0	0	0	0	0	0	0	0	0	0	0
U380	Winter2017	week3	0	479.33	0	0	0	0	0	0	7918	0	0	0	0	0	0	0	0	0	0	0	0	5219.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U381	Winter2017	week1	0	574.75	0	0	0	0	0	0	11870.5	0	0	0	0	1552.75	0	0	0	0	0	0	0	13983.5	0	0	0	9.25	0	0	0	0	0	0	0	0	0
U381	Winter2017	week3	0	885.33	0	0	0	0	0	0	15107.33	0	0	0	0	884	0	0	0	0	0	0	0	14359	0	0	0	48.33	0	0	0	0	0	0	0	0	0
U382	Winter2017	week1	0	631	0	2.33	0	0	0	0	11982.33	0	0	0	0	0	0	0	0	0	0	0	0	13299.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U382	Winter2017	week3	0	827.5	0	6	0	0	0	0	14698.5	0	0	0	0	0	0	0	0	0	0	0	0	11371.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U383	Winter2017	week1	0	3917	0	0	0	0	0	0	21182.25	0	0	0	0	13.5	0	0	0	0	0	0	0	2659	0	0	63.75	0	0	0	0	0	0	0	0	0	0
U383	Winter2017	week3	0	4246.25	0	0	0	0	0	0	29185.25	0	0	0	7.5	171.25	0	0	0	0	0	0	0	8820.75	0	0	3	0	0	0	0	0	0	0	0	0	0
U384	Winter2017	week1	0	1155	0	22.33	0	0	0	0	9539.33	32.33	0	0	125.67	78	0	0	0	0	8	0	0	11787.33	0	0	0	0	0	0	0	0	693	188	0	0	0
U384	Winter2017	week3	0	1503.33	0	45.67	0	0	0	0	9081.67	73	0	0	111	117	0	0	0	0	7.67	0	0	10763.67	0	0	0	0	0	0	0	0	82.67	82.67	0	0	0
U385	Winter2017	week1	0	872.5	0	0	0	0	0	0	11797	0	0	0	667	992.75	0	0	0	0	61.25	0	0	17357	0	0	0	0	0	60	0	0	0	317.75	0	0	0
U385	Winter2017	week3	0	533.67	0	0	0	0	0	0	10752.67	0	0	0	466.33	258	0	0	0	0	62.33	0	0	11679.67	0	0	0	0	0	75.67	0	0	0	336.33	0	0	0
U386	Winter2017	week1	0	1457.75	0	0	0	0	0	0	20478.75	0	0	0	0	1.25	0	0	0	0	0	0	0	14036.25	0	0	2.75	0	0	0	0	0	0	0	0	0	0
U386	Winter2017	week3	0	780.5	0	0	0	0	0	0	18316.5	0	0	0	0	9.75	0	0	0	0	0	0	0	9497.75	0	0	0	0	0	0	0	0	0	0	0	0	0
U387	Winter2017	week1	0	4092.33	0	0	0	0	0	0	46564	0	0	0	484	0	0	0	0	0	0	0	0	37530.33	0	0	1.33	0	0	0	0	0	0	0	0	0	0
U387	Winter2017	week3	0	1634.75	0	0	0	0	0	0	13880	0	0	0	221.75	0	0	0	0	0	0	0	0	16156	0.75	0	0	0	0	0	0	0	0	0	0	0	0
U388	Winter2017	week1	0	1225.33	0	0	0	0	0	0	23848	0	0	0	50.33	168	0	0	0	0	0	0	0	15920.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U388	Winter2017	week3	0	2149.75	0	0	0	0	0	0	24876.5	0	0	0	246.25	740.75	0	11.5	0	0	0	0	0	18868	0	0	0	0	0	0	0	0	0	0	0	0	0
U389	Winter2017	week1	0	710.75	0	0	0	0	0	0	9650	0	0	0	0	496.75	0	0	0	0	0	0	0	3714	0	0	0	0	0	0	0	0	0	0	0	0	0
U389	Winter2017	week3	0	784	0	0	0	0	0	0	13873	0	0	0	0	234	0	0	0	0	0	0	0	6642.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U390	Winter2017	week1	0	2538.33	0	0	0	0	0	0	23307	0	0	0	62	0	0	0	0	0	0	0	0	13382.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U390	Winter2017	week3	0	486	0	0	0	0	0	0	22266	0	0	0	9	0	0	0	0	0	0	0	0	4277	0	0	0	0	0	0	0	0	0	0	0	0	0
U391	Winter2017	week1	0	302	0	0	0	0	0	0	15294.5	0	0	0	0	35	0	0	0	0	0	0	0	6542.5	0	0	0	0	0	18.5	0	0	0	7.5	0	0	0
U391	Winter2017	week3	0	1304.67	0	0	0	0	0	0	30645.33	7	0	0	0	211	0	0	0	0	0	0	0	16073	0	0	0	0	0	69.67	0	0	0	121	0	0	0
U392	Winter2017	week1	0	325.75	0	0	0	0	0	0	8065.5	7.75	0	0	742.5	1996.75	0	15.5	0	0	0	0	0	11907	0	0	0	0	0	0	0	0	0	0	0	0	0
U392	Winter2017	week3	0	419	0	0	0	0	0	0	13824.67	18.33	0	0	906	1950.67	0	0	0	0	0	0	0	14287	0	0	0	0	0	0	0	0	0	0	0	0	0
U393	Winter2017	week1	0	369.5	0	0	0	0	0	0	5160	0	0	0	0	134.25	0	0	0	0	0	0	0	12706.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U393	Winter2017	week3	0	384.75	0	0	0	0	0	0	5299.25	0	0	0	0	139	0	0	0	0	0	0	0	17550.25	0	0	0	0	0	0	0	0	0	0	0	0	0
U394	Winter2017	week1	0	1689.67	0	0	0	0	0	0	7992.33	0	0	0	19.33	311.67	0	0	0	0	0	0	0	11566.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U395	Winter2017	week1	0	81	0	0	0	0	0	0	13180.5	0	0	0	0	395	0	0	0	0	0	0	0	4738	0	0	1.5	0	0	0	0	0	0	0	0	0	0
U395	Winter2017	week3	0	31	0	0	0	0	0	0	8825	0	0	0	0	5.5	0	0	0	0	0	0	0	2025.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U396	Winter2017	week1	0	902	0	0	0	0	0	0	20041.25	0	0	0	0	18.75	0	0	0	0	0	0	0	7329.75	0	0	0	0	0	0	0	0	0	0	0	0	0
U396	Winter2017	week3	0	1027.25	0	0	0	0	0	0	20844.25	0	0	0	0	6.25	0	0	0	0	0	0	0	7662.25	0	0	0	0	0	0	0	0	0	0	0	0	0
U397	Winter2017	week1	0	393.25	0	0	0	0	0	0	9149.5	0	0	0	53	944.5	148	0	0	0	0	0	0	21650.75	0	0	0	0	0	0	0	0	0	101.5	0	0	0
U397	Winter2017	week3	0	85	0	0	0	0	0	0	4579.33	0	0	0	2.67	862	0	0	0	0	0	0	0	12017	0	0	0	0	0	0	0	0	0	46	0	0	0
U398	Winter2017	week1	0	507.75	0	0	0	0	0	0	13813	0	0	0	0	755	0	0	0	0	0	0	0	10642.75	0	0	0	0	0	0	0	0	0	0	0	0	0
U398	Winter2017	week3	0	609	0	0	0	0	0	0	15189.75	0	0	0	0	850.75	0	0	0	0	0	0	0	11233	0	0	0	0	0	0	0	0	0	0	0	0	0
U399	Winter2017	week1	0	756	0	0	0	0	0	0	11729	0	0	0	0	231	0	0	0	0	0	0	0	4886.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U399	Winter2017	week3	0	593.75	0	0	0	0	0	0	15681.75	0	0	0	0	7.25	0	0	0	0	0	0	0	5852	0	0	0	0	0	0	0	0	0	0	0	0	0
U500	Winter2018	week1	0	1926.5	0	0	0	0	0	0	13424	0	0	0	0	444	0	0	0	0	0	0	0	13968.5	0	0	7.5	0	0	0	0	0	0	0	0	0	0
U500	Winter2018	week3	0	715.5	0	0	0	0	0	0	8593	0	0	0	0	1260.5	0	0	0	0	0	0	0	13909.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U500	Winter2018	week4	0	1164	0	0	0	0	0	0	10900	0	0	0	0	1089.33	0	0	0	0	0	0	0	13200	0	0	0.33	0	0	0	0	0	0	0	0	0	0
U501	Winter2018	week1	0	1381	0	0	0	0	0	0	9606.67	0	0	0	0	193.67	0	0	0	0	0	0	0	10893.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U501	Winter2018	week3	0	1555.67	0	0	0	0	0	0	13989	0	0	0	0	4471.67	0	0	0	0	0	0	0	16773	0	0	0	0	0	0	0	0	0	0	0	0	0
U501	Winter2018	week4	0	3112.67	0	0	0	0	0	0	11763.33	0	0	0	0	5972.67	0	0	0	0	0	0	0	14189	0	0	0	0	0	0	0	0	0	0	0	0	0
U502	Winter2018	week1	0	909.33	0	0	0	0	0	0	15155.33	0	0	0	1105.67	166	0	0	0	0	0	0	0	11228.33	0	0	366	0	0	92.33	0	0	288	0	0	0	0
U502	Winter2018	week3	0	575.67	0	0	0	0	0	0	14960.67	0	0	0	634.33	49.33	0	0	0	0	0	0	0	8323.33	0	0	16	0	0	2.33	0	0	27	0	0	0	0
U502	Winter2018	week4	0	522.67	0	0	0	0	0	0	13978.67	0	0	0	979.67	252	0	0	0	0	0	0	0	10334	0	0	21	0	0	5.33	0	0	7	3.67	0	0	0
U503	Winter2018	week1	0	1238.67	0	0	0	0	0	0	10899.33	0	0	0	0	314.33	0	0	0	0	0	0	0	17078.33	0	0	0	0	0	105.67	0	0	0	104	0	0	0
U503	Winter2018	week3	0	715.33	0	0	0	0	0	0	5668.67	0	0	0	0	371.67	0	0	0	0	0	0	0	14310	0	0	0	0	0	109.33	0	0	0	121.67	0	0	0
U503	Winter2018	week4	0	494.5	0	0	0	0	0	0	4590.5	0	0	0	0	260.5	0	0	0	0	0	0	0	9386	0	0	0	0	0	67	0	0	0	66.5	0	0	0
U504	Winter2018	week1	0	1048.33	0	0	75.67	0	0	0	7959.33	0	0	0	7	604.67	0	0	0	0	0	0	0	15430.33	0	0	0	26.33	0	0	0	0	860.33	309.67	0	0	0
U504	Winter2018	week3	0	706	0	0	124.33	0	0	0	4670	0	0	0	17.67	651	0	1.33	0	0	0	0	0	10385.67	0	0	0	36.33	0	0	0	0	1453.33	483.33	0	0	0
U504	Winter2018	week4	0	942.67	0	0	66	0	0	0	5757	0	0	0	85.33	1106.67	0	0	0	0	0	0	0	10123	0	0	0	1.67	0	0	0	0	487.67	347.67	0	0	0
U506	Winter2018	week1	0	1339.33	0	0	0	0	0	0	12674	0	0	0	0.67	759.33	0	0	0	0	0	0	0	11346	0	0	213	0	0	0	0	0	0	0	0	0	0
U506	Winter2018	week3	0	2231.67	0	0	0	0	0	0	13016.67	0	0	0	0	1910.33	0	0	0	0	0	0	0	11111.67	0	0	991.67	0	0	0	0	0	0	0	0	0	0
U506	Winter2018	week4	0	2669.33	0	0	0	0	0	0	13290.67	0	0	0	0	555.67	0	0	0	0	0	0	0	13066	0	0	19.33	0	0	0	0	0	0	0	0	0	0
U507	Winter2018	week1	0	1375.5	0	0	0	0	0	0	12676	0	0	0	878.5	169	0	0	0	0	0	0	0	13035.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U507	Winter2018	week3	0	1293	0	0	0	0	0	0	9879.5	0	0	0	806.5	298	0	0	0	0	0	0	0	11043.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U507	Winter2018	week4	0	623	0	0	0	0	0	0	6339.67	0	0	0	368.33	235.33	0	0	0	0	0	0	0	7733.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U508	Winter2018	week1	0	81.67	0	0	0	0	0	0	8712	0	0	0	0	50.33	0	0	0	0	0	0	0	8917	0	0	0	0	0	0	0	0	0	0	0	0	0
U508	Winter2018	week3	0	270.5	0	0	0	0	0	0	10396.5	0	0	0	0	185.5	0	0	0	0	0	0	0	11860.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U508	Winter2018	week4	0	376.33	0	0	0	0	0	0	10019.67	0	0	0	0	189	0	0	0	0	0	0	0	11561.33	0	0	0	0.67	0	0	0	0	0	0	0	0	0
U509	Winter2018	week1	0	713.33	0	0	0	0	0	0	6347	11	0	0	950.33	3772	0	0	0	0	0	0	0	16063.33	0	0	0	0	0	314.33	0	0	0	110.33	0	0	0
U509	Winter2018	week3	0	524.33	0	0	0	0	0	0	6068.33	11.33	0	0	1207.33	4054.67	0	0	0	0	0	0	0	14313.67	0	0	0	0	0	425	0	0	0	834.33	0	0	0
U509	Winter2018	week4	0	1002.5	0	0	0	0	0	0	8665.5	0	0	0	345.5	3636	0	0	0	0	0	0	0	12414	0	0	0	0	0	178	0	0	0	198.5	0	0	0
U510	Winter2018	week1	0	208.67	0	0	0	0	0	0	7934.67	0	0	0	387.33	8.67	0	0	0	0	0	0	0	5927	0	0	0	0	0	0	0	0	0	0	0	0	0
U510	Winter2018	week3	0	1018.33	0	0	0	0	0	0	16700.67	0	0	0	2174.33	0	0	0	0	0	0	0	0	9029.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U510	Winter2018	week4	0	720.33	0	0	0	0	0	0	11261	0	0	0	325.33	0	0	0	0	0	0	0	0	5984.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U511	Winter2018	week1	0	798	0	0	83	0	0	0	9065	16.5	0	0	3.5	645	0	0	0	0	0	0	0	11785	0	0	0	13.5	0	141.5	0	0	0	398	0	0	0
U511	Winter2018	week3	0	700	0	0	28.5	0	0	0	7538	13	0	0	284.5	2796	0	0	0	0	0	0	0	15104.5	0	0	0	43	0	140	0	0	0	800	0	0	0
U512	Winter2018	week1	0	972	0	0	0	0	0	0	11831	0	0	0	1346.33	1791.33	0	0	0	0	0	0	0	14223.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U512	Winter2018	week3	0	2937	0	0	0	0	0	0	13848.67	0	0	0	916.67	2783	0	0	0	0	0	0	0	15173.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U512	Winter2018	week4	0	1905	0	0	0	0	0	0	12708.33	0	0	0	429.67	1273	0	0	0	0	0	0	0	17045.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U513	Winter2018	week1	0	1046	0	0	0	0	0	0	11268.67	0	0	0	0	556.67	0	0	0	0	0	0	0	10101.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U513	Winter2018	week3	0	1723	0	0	0	0	0	0	13323.33	0	0	0	0	1003.33	0	0	0	0	0	0	0	12647	0	0	0	0	0	0	0	0	0	0.67	0	0	0
U514	Winter2018	week1	0	512.67	0	0	0	0	0	0	10188.33	0	0	0	162.67	2061	0	0	0	0	0	0	0	13289.33	0	0	0	0	0	0	0	0	0	436.33	0	0	0
U516	Winter2018	week1	0	642.67	0	0	0	0	0	0	10034	0	0	0	0	1358.67	0	0	0	0	0	0	0	17157.33	0	0	0	70	0	0	0	0	0	0	0	0	0
U516	Winter2018	week3	0	1250.33	0	0	0	0	0	0	15503.33	0	0	0	397	2668.33	0	0	0	0	0	0	0	6467	0	0	0	0	0	0	0	0	0	0	0	0	0
U516	Winter2018	week4	0	232.33	0	0	0	0	0	0	4243.33	0	0	0	14.67	2607.67	0	0	0	0	0	0	0	6856.67	0	0	0	16.67	0	0.67	0	0	0	0	0	0	0
U517	Winter2018	week1	0	1823.67	0	0	0	0	0	0	17473.33	0	0	0	0	318	0	0	0	0	0	0	0	13620.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U517	Winter2018	week3	0	1826.67	0	0	0	0	0	0	15594.33	0	0	0	0	234.67	0	0	0	0	0	0	0	12014.33	0	0	9.33	0	0	0	0	0	0	0	0	0	0
U517	Winter2018	week4	0	2095	0	0	0	0	0	0	15946	0	0	0	0	276.67	0	0	0	0	0	0	0	11839.33	0	0	3	0	0	0	0	0	0	0	0	0	0
U518	Winter2018	week1	0	1582.33	0	0	0	0	0	0	7967.67	0	0	0	4	1397	0	0	0	0	0	0	0	10028	0	0	0	0	0	0	0	0	0	0	0	0	0
U518	Winter2018	week3	0	2434	0	0	0	0	0	0	8327.5	0	0	0	0	4599	0	0	0	0	0	0	0	8766	0	0	0	0	0	0	0	0	0	0	0	0	0
U518	Winter2018	week4	0	5361	0	0	0	0	0	0	2429.5	0	0	0	5.5	4008.5	0	0	0	0	0	0	0	8857.5	0	0	21.5	0	0	0	0	0	0	0	0	0	0
U519	Winter2018	week1	0	1940	0	0	0	0	0	0	15993.67	0	0	0	0	1059.67	0	0	0	0	0	0	0	14797.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U519	Winter2018	week3	0	1195	0	0	0	0	0	0	7177.67	0	0	0	0	4659.67	0	0	0	0	0	0	0	12399.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U519	Winter2018	week4	0	1229	0	0	0	0	0	0	9200	0	0	0	68	5813.5	0	0	0	0	0	0	0	12560.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U520	Winter2018	week1	0	554.67	0	0	0	0	0	0	10478	0	0	0	0	1826	0	0	0	0	0	0	0	16158.33	0	0	0	0	0	0	0	0	0	23	0	0	0
U520	Winter2018	week3	0	417	0	0	0	0	0	0	10473	0	0	0	0	1435.33	0	0	0	0	0	0	0	14846	0	0	0	0	0	0	0	0	0	403.33	0	0	0
U520	Winter2018	week4	0	49.33	0	0	0	0	0	0	1215	0	0	0	0	0.33	0	0	0	0	0	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	0	0
U521	Winter2018	week1	0	1393.67	0	0	0	0	0	0	17156.33	0	0	0	0	53	0	0	0	0	0	0	0	9332	0	0	0	0	0	0	0	0	0	0	0	0	0
U521	Winter2018	week3	0	1690	0	0	0	0	0	0	18799	0	0	0	0	113.67	0	0	0	0	0	0	0	11282.67	0	0	0	0	0	0	0	0	0	0	0	0	0
U521	Winter2018	week4	0	1685.5	0	0	0	0	0	0	20214.5	0	0	0	0	192.5	0	0	0	0	0	0	0	8745	0	0	0	0	0	0	0	0	0	0	0	0	0
U522	Winter2018	week1	0	1670.5	0	0	0	0	0	0	11251.5	0	0	0	0	739	0	0	0	0	0	0	0	13643	0	0	0	0	0	63.5	0	0	0	0	0	0	0
U522	Winter2018	week4	0	2757	0	0	0	0	0	0	11633	0	0	0	0	407.33	0	0	0	0	0	0	0	10816	0	0	0	0	0	15.33	0	0	0	0	0	0	0
U523	Winter2018	week1	0	38.33	0	0	0	0	0	0	4046.33	0	0	0	1301.33	29.33	1.67	0	0	0	0	0	0	6029	0	0	0	0	0	0	0	0	0	73	0	0	0
U523	Winter2018	week3	0	354.33	0	0	0	0	0	0	6766.33	0	0	0	811.33	318.67	0	0	0	0	0	0	0	11083	0	0	0	0	0	0	0	0	0	91.33	0	0	0
U523	Winter2018	week4	0	164.67	0	0	0	0	0	0	5147.67	0	0	0	781	421.33	0	0	0	0	0	0	0	8038.67	0	0	0	0	0	0	0	0	0	51.67	0	0	0
U524	Winter2018	week1	0	1977	0	0	0	0	0	0	17414	0	0	0	19.33	1324.33	0	0	0	0	0	0	0	12287.33	0	0	0	0	0	0	0	0	0	5.33	0	0	0
U524	Winter2018	week3	0	1710	0	0	0	0	0	0	21191.67	0	0	0	483.33	2753	0	0	0	0	0	0	0	8077.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U524	Winter2018	week4	0	1668.33	0	0	0	0	0	0	17596.33	0	0	0	77.67	1507	0	0	0	0	0	0	0	7739	0	0	0	0	0	0	0	0	0	0	0	0	0
U525	Winter2018	week1	0	1834.5	0	0	0	0	0	0	12479	0	0	0	0	2400.5	0	0	0	0	0	0	0	11762.5	0	0	24.5	0	0	258	0	0	0	0	0	0	0
U525	Winter2018	week3	0	1747.33	0	0	0	0	0	0	11342.67	0	0	0	0	3084	0	0	0	0	0	0	0	13488.67	0	0	1.67	0	0	164.67	0	0	0	0	0	0	0
U525	Winter2018	week4	0	339	0	0	0	0	0	0	7380.33	0	0	0	0	49.67	0	0	0	0	0	0	0	8879.33	0	0	0	0	0	136.67	0	0	0	0	0	0	0
U526	Winter2018	week1	0	1394.33	0	0	0	0	0	0	11505.33	0	0	0	0	712	0	0	0	0	0	0	0	17843.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U526	Winter2018	week3	0	2662	0	0	0	0	0	0	9337.67	0	0	0	0	4728.33	0	0	0	0	0	0	0	12525	0	0	0	0	0	0	0	0	0	0	0	0	0
U526	Winter2018	week4	0	2477	0	0	0	0	0	0	8330	0	0	0	0	6847.67	0	0	0	0	0	0	0	12649.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U527	Winter2018	week1	0	1063.33	0	0	0	0	0	0	7212.33	0	0	0	0	1346.33	0	0	0	0	0	0	0	11444.33	0	0	0	0	0	0	0	0	0	48	0	0	0
U527	Winter2018	week3	0	1044.5	0	0	0	0	0	0	9584	0	0	0	0	946	0	0	0	0	0	0	0	9233.5	0	0	0	0	0	0	0	0	0	28	0	0	0
U528	Winter2018	week1	0	397.33	0	0	0	0	0	0	4075	0	0	0	341.33	125.67	0	0	0	0	0.67	0	0	9620.67	0	0	0	0	0	75.67	0	0	0	0	0	0	0
U528	Winter2018	week3	0	402.67	0	0	0	0	0	0	3626	0	0	0	133	42	0	0	0	0	0	0	0	6393.33	0	0	0	0	0	44	0	0	0	0	0	0	0
U528	Winter2018	week4	0	478.33	0	0	0	0	0	0	5412.33	0	0	0	410.33	45	0	0	0	0	0	0	0	9763	0	0	0	0	0	85	0	0	0	0	0	0	0
U529	Winter2018	week1	0	842	0	0	0	0	0	0	13160	0	0	0	0	434.5	0	0	0	0	0	0	0	12217.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U529	Winter2018	week3	0	1295	0	0	0	0	0	0	16172.67	0	0	0	1200.33	635.33	0	0	0	0	0	0	0	14560.33	0	0	0	0	0	0	0	0	0	0	0	0	0
U529	Winter2018	week4	0	1023	0	0	0	0	0	0	16592	0	0	0	1120	264	0	0	0	0	0	0	0	13044.5	0	0	0	0	0	0	0	0	0	0	0	0	0
U530	Winter2018	week1	0	671.5	0	0	0	0	0	0	11140.5	0	0	0	505	157	0	0	0	0	0	0	0	14392	0	0	0	0	0	0	0	0	0	283.5	0	0	0
U530	Winter2018	week3	0	1249	0	0	0	0	0	0	11756.5	0	0	0	475	105.5	0	0	0	0	0	0	0	16642.5	0	0	0	0	0	0	0	0	0	78	0	0	0
U530	Winter2018	week4	0	718.67	0	0	0	0	0	0	13098.67	0	0	0	229.33	377.67	0	0	0	0	0	0	0	10297.67	0	0	0	0	0	0	0	0	0	40.67	0	0	0
